"phone","churn","account_length","area_code","custserv_calls","day_calls","day_charge","day_mins","eve_calls","eve_charge","eve_mins","intl_calls","intl_charge","intl_mins","intl_plan","night_calls","night_charge","night_mins","vmail_message","vmail_plan"
"339-6477","yes",112,"415",3,119,46.33,272.5,94,19.22,226.1,5,4.43,16.4,"no",94,7.16,159.1,0,"no"
"362-2787","no",101,"408",2,112,20.21,118.9,97,19.41,228.3,5,2.21,8.2,"no",111,8.1,180.1,16,"yes"
"405-9233","no",70,"415",0,100,1.34,7.9,83,11.59,136.4,1,3.27,12.1,"no",89,7.05,156.6,0,"no"
"416-1845","no",59,"408",0,96,27.12,159.5,123,14.21,167.2,4,2.75,10.2,"no",106,6.24,138.6,0,"no"
"385-9657","no",59,"408",1,70,25.53,150.2,98,15.78,185.7,2,3.27,12.1,"no",128,9.56,212.5,0,"no"
"420-5652","no",124,"415",2,35,24.57,144.5,101,22.3,262.3,7,3.24,12.0,"no",82,10.19,226.5,30,"yes"
"415-1141","no",99,"415",2,88,23.92,140.7,98,17.93,210.9,4,3.35,12.4,"no",125,10.35,229.9,0,"no"
"334-5634","no",150,"510",1,123,28.76,169.2,83,18.43,216.8,3,3.4,12.6,"no",107,8.07,179.4,0,"no"
"403-4200","no",81,"510",2,77,37.54,220.8,87,12.62,148.5,3,2.05,7.6,"no",100,8.28,183.9,0,"no"
"357-7893","no",86,"510",0,96,36.77,216.3,77,22.64,266.3,3,1.22,4.5,"no",110,9.63,214.0,0,"no"
"369-2899","no",84,"510",0,96,28.82,169.5,94,13.4,157.6,7,2.86,10.6,"no",70,4.42,98.2,0,"no"
"381-1026","no",118,"510",1,119,43.57,256.3,91,21.94,258.1,1,3.16,11.7,"no",130,9.7,215.5,35,"yes"
"388-8722","no",89,"415",1,128,30.55,179.7,92,25.48,299.8,3,2.05,7.6,"no",120,8.34,185.3,0,"no"
"418-3135","no",93,"415",3,120,45.22,266.0,84,11.06,130.1,6,3.54,13.1,"no",63,7.46,165.8,0,"no"
"380-3974","no",85,"415",2,97,16.44,96.7,95,16.47,193.8,3,2.62,9.7,"no",88,7.73,171.7,0,"no"
"338-7232","no",160,"408",0,116,14.06,82.7,95,16.54,194.6,9,2.94,10.9,"no",54,7.15,159.0,0,"no"
"334-5223","no",28,"415",3,87,28.59,168.2,92,13.74,161.7,3,2.73,10.1,"no",112,8.66,192.4,0,"no"
"340-8323","yes",73,"408",1,109,48.69,286.4,67,15.15,178.2,14,2.89,10.7,"no",152,9.64,214.2,0,"no"
"337-6851","no",156,"408",3,95,29.63,174.3,128,15.86,186.6,5,3.48,12.9,"no",105,11.62,258.2,0,"no"
"344-5973","no",33,"415",1,100,32.4,190.6,104,13.74,161.7,6,3.51,13.0,"yes",136,8.55,189.9,0,"no"
"335-2261","no",77,"510",4,86,29.84,175.5,78,17.43,205.1,3,4.81,17.8,"no",100,11.03,245.2,0,"no"
"343-1458","no",119,"415",1,102,22.68,133.4,71,17.39,204.6,7,3.0,11.1,"no",103,8.86,196.9,0,"no"
"415-4875","no",91,"510",3,96,34.78,204.6,93,11.56,136.0,2,1.78,6.6,"no",82,9.47,210.5,27,"yes"
"381-2726","no",102,"510",3,88,41.17,242.2,89,19.82,233.2,6,1.67,6.2,"no",121,8.48,188.5,0,"no"
"395-3852","no",86,"415",3,112,43.03,253.1,94,17.86,210.1,4,3.21,11.9,"no",98,4.27,95.0,33,"yes"
"358-7914","no",82,"415",0,110,22.1,130.0,88,15.75,185.3,4,2.24,8.3,"no",105,8.04,178.7,0,"no"
"332-6958","no",89,"408",0,151,18.0,105.9,142,16.12,189.6,7,3.43,12.7,"no",67,7.69,170.9,0,"no"
"355-1019","no",86,"415",3,98,33.01,194.2,95,16.47,193.8,7,2.51,9.3,"no",123,8.64,192.0,0,"no"
"382-9447","no",134,"408",1,111,31.25,183.8,92,10.5,123.5,2,1.65,6.1,"no",105,7.23,160.7,0,"no"
"386-8536","no",92,"415",2,82,33.41,196.5,89,16.15,190.0,2,2.92,10.8,"no",99,7.34,163.2,0,"no"
"363-3818","no",87,"510",3,81,31.37,184.5,103,14.62,172.0,3,3.7,13.7,"no",96,8.25,183.4,0,"no"
"360-6416","no",64,"408",0,113,44.52,261.9,99,12.59,148.1,4,3.73,13.8,"no",74,6.53,145.2,0,"no"
"332-8764","no",80,"510",3,118,34.41,202.4,67,22.12,260.2,5,2.48,9.2,"no",112,7.98,177.4,0,"no"
"398-4814","no",165,"415",3,113,28.46,167.4,94,14.68,172.7,4,2.57,9.5,"no",113,8.67,192.6,39,"yes"
"410-5963","no",153,"415",1,104,28.51,167.7,91,20.98,246.8,11,2.03,7.5,"no",117,9.18,203.9,22,"yes"
"399-6642","no",41,"415",1,109,32.59,191.7,86,16.41,193.0,4,3.0,11.1,"no",93,6.72,149.4,30,"yes"
"390-9986","no",108,"415",2,78,40.83,240.2,109,19.58,230.3,1,1.4,5.2,"no",83,9.76,217.0,0,"no"
"391-1793","no",104,"415",1,112,32.15,189.1,97,15.15,178.2,4,3.0,11.1,"no",104,8.97,199.3,26,"yes"
"352-5542","no",115,"408",1,67,21.71,127.7,90,15.55,182.9,7,2.86,10.6,"no",92,7.78,172.9,0,"no"
"386-8118","no",87,"415",1,106,34.88,205.2,122,8.46,99.5,3,3.62,13.4,"no",75,8.53,189.5,0,"no"
"394-9825","no",159,"415",2,93,26.11,153.6,88,18.44,216.9,3,3.4,12.6,"no",91,7.26,161.3,23,"yes"
"382-4952","no",119,"510",2,129,26.27,154.5,87,16.46,193.6,3,3.62,13.4,"no",145,8.14,180.9,0,"no"
"387-2698","no",69,"415",1,109,26.13,153.7,105,16.49,194.0,6,3.81,14.1,"no",114,11.52,256.1,0,"no"
"417-1360","no",87,"408",1,138,29.1,171.2,102,15.79,185.8,3,2.92,10.8,"yes",97,10.24,227.6,36,"yes"
"408-4836","yes",93,"510",1,106,55.78,328.1,89,12.89,151.7,3,2.35,8.7,"no",114,13.66,303.5,0,"no"
"374-8329","yes",154,"415",0,69,24.8,145.9,141,17.7,208.2,10,3.89,14.4,"yes",106,8.14,180.9,0,"no"
"363-8424","no",57,"415",1,76,34.2,201.2,122,23.81,280.1,1,3.19,11.8,"no",110,6.94,154.2,37,"yes"
"408-8910","no",130,"510",5,72,23.65,139.1,112,20.91,246.0,9,3.08,11.4,"no",121,9.32,207.2,0,"no"
"399-3840","no",151,"415",2,128,20.21,118.9,65,23.66,278.3,10,3.56,13.2,"no",61,8.77,194.8,0,"no"
"367-8692","yes",162,"408",2,87,36.99,217.6,71,23.72,279.0,4,2.81,10.4,"no",65,11.28,250.7,0,"no"
"387-4504","no",60,"415",1,133,24.65,145.0,92,17.77,209.1,2,3.94,14.6,"no",112,14.78,328.5,0,"no"
"328-2647","no",81,"510",3,89,34.6,203.5,69,24.62,289.6,3,2.35,8.7,"no",71,9.58,212.9,0,"no"
"369-7903","no",132,"415",3,115,40.82,240.1,91,15.33,180.4,6,2.16,8.0,"no",122,6.0,133.4,0,"no"
"399-6852","no",86,"408",1,121,14.25,83.8,96,20.42,240.2,8,1.81,6.7,"no",108,7.14,158.6,0,"no"
"335-4888","yes",136,"408",1,106,45.87,269.8,101,19.45,228.8,8,2.73,10.1,"no",106,11.59,257.5,0,"no"
"344-2260","no",121,"415",1,84,21.47,126.3,102,17.82,209.6,2,2.86,10.6,"no",129,8.66,192.5,21,"yes"
"349-4070","no",105,"510",2,125,14.98,88.1,142,14.95,175.9,1,2.62,9.7,"no",85,12.15,269.9,15,"yes"
"394-6505","no",105,"415",2,61,37.15,218.5,74,16.72,196.7,4,2.67,9.9,"no",103,6.8,151.1,34,"yes"
"419-3612","no",51,"415",1,61,40.26,236.8,97,22.39,263.4,8,3.02,11.2,"no",91,8.15,181.1,26,"yes"
"356-1952","no",64,"408",3,117,21.1,124.1,108,16.39,192.8,5,1.73,6.4,"no",84,7.33,162.9,0,"no"
"416-7866","no",80,"510",0,132,31.31,184.2,109,14.24,167.5,10,2.7,10.0,"yes",114,9.58,212.8,30,"yes"
"398-1759","no",56,"415",4,133,37.86,222.7,89,23.55,277.0,4,3.67,13.6,"no",94,4.58,101.8,0,"no"
"338-9950","no",120,"415",1,98,25.36,149.2,88,16.46,193.6,5,3.0,11.1,"no",119,11.2,248.9,0,"no"
"412-7278","no",103,"510",3,125,35.11,206.5,113,15.32,180.2,4,3.29,12.2,"no",95,9.93,220.6,0,"no"
"347-1263","no",164,"510",3,102,27.15,159.7,113,14.35,168.8,9,2.59,9.6,"no",127,10.98,244.1,27,"yes"
"386-5684","no",116,"415",2,118,34.8,204.7,91,17.8,209.4,2,1.89,7.0,"no",67,9.58,212.9,27,"yes"
"334-4354","no",121,"408",1,79,36.24,213.2,116,10.26,120.7,4,2.03,7.5,"no",102,11.0,244.4,0,"no"
"398-5970","no",55,"415",1,121,45.83,269.6,91,14.59,171.7,6,2.21,8.2,"yes",98,9.86,219.0,0,"no"
"330-3429","no",183,"415",2,92,19.84,116.7,112,18.17,213.8,6,2.62,9.7,"no",112,9.64,214.3,0,"no"
"418-4637","no",104,"408",0,101,44.78,263.4,117,20.02,235.5,4,3.51,13.0,"no",146,4.59,102.0,0,"no"
"393-7322","no",90,"408",1,97,23.83,140.2,102,18.18,213.9,2,1.92,7.1,"no",126,5.4,120.0,0,"no"
"353-5557","no",82,"415",1,101,33.61,197.7,83,10.85,127.6,3,3.65,13.5,"no",103,6.39,142.1,0,"no"
"411-5334","no",101,"415",3,92,23.15,136.2,110,18.78,220.9,7,3.59,13.3,"no",116,8.86,196.9,0,"no"
"398-8588","no",9,"415",2,87,15.05,88.5,108,15.2,178.8,3,3.11,11.5,"no",96,10.29,228.7,16,"yes"
"374-7285","no",97,"415",0,58,36.6,215.3,91,20.6,242.4,9,3.27,12.1,"no",105,12.59,279.8,0,"no"
"379-7215","yes",94,"408",3,104,45.76,269.2,144,16.47,193.8,2,2.4,8.9,"no",61,11.59,257.6,0,"no"
"357-7875","no",127,"510",0,118,34.65,203.8,48,22.7,267.1,5,1.97,7.3,"no",105,10.13,225.1,25,"yes"
"393-9677","no",125,"510",0,112,45.63,268.4,108,18.89,222.2,3,2.78,10.3,"no",102,5.29,117.6,34,"yes"
"345-9598","no",140,"415",1,104,27.05,159.1,106,22.93,269.8,4,2.78,10.3,"no",116,9.92,220.4,0,"no"
"353-3203","no",90,"415",2,122,19.45,114.4,154,10.85,127.7,5,2.73,10.1,"no",109,11.39,253.1,0,"no"
"330-7486","no",67,"415",2,65,23.61,138.9,109,17.76,208.9,3,2.48,9.2,"no",82,10.46,232.4,0,"no"
"397-6425","no",113,"415",1,55,31.62,186.0,105,20.18,237.4,6,3.29,12.2,"no",83,6.66,148.1,0,"no"
"338-1815","no",121,"510",0,91,28.97,170.4,90,21.63,254.5,5,4.08,15.1,"no",122,9.88,219.6,26,"yes"
"406-5023","no",93,"408",4,95,27.97,164.5,87,19.63,230.9,3,2.67,9.9,"no",91,6.75,149.9,0,"no"
"368-2458","no",121,"408",1,121,28.66,168.6,94,14.33,168.6,4,3.32,12.3,"no",59,4.29,95.3,0,"no"
"400-8375","yes",53,"408",0,119,44.4,261.2,105,21.32,250.8,2,2.65,9.8,"no",112,7.92,176.0,0,"no"
"387-8201","no",75,"415",1,91,32.39,190.5,75,15.16,178.4,5,3.54,13.1,"no",113,7.31,162.4,0,"no"
"346-4360","no",132,"510",2,121,30.79,181.1,109,26.72,314.4,9,1.13,4.2,"no",81,11.1,246.7,0,"no"
"412-8811","no",162,"408",3,131,30.11,177.1,122,9.75,114.7,6,1.76,6.5,"no",88,6.91,153.6,0,"no"
"413-3990","no",140,"415",1,114,27.29,160.5,103,20.44,240.5,4,3.05,11.3,"no",121,10.51,233.5,0,"no"
"345-2448","no",91,"408",2,116,22.9,134.7,98,25.1,295.3,5,1.78,6.6,"no",121,8.8,195.5,0,"no"
"394-4512","no",73,"510",2,107,33.69,198.2,123,11.82,139.1,1,2.38,8.8,"no",139,8.96,199.1,28,"yes"
"400-8538","yes",95,"408",4,134,38.91,228.9,71,21.73,255.7,2,2.73,10.1,"yes",120,9.36,208.0,0,"no"
"412-8769","no",145,"408",0,137,41.09,241.7,100,11.54,135.8,3,3.54,13.1,"no",123,12.49,277.6,0,"no"
"390-1552","no",100,"415",1,108,22.29,131.1,81,14.98,176.2,4,1.16,4.3,"no",81,4.04,89.7,0,"no"
"389-2477","no",122,"415",2,101,39.8,234.1,121,17.02,200.2,9,3.54,13.1,"no",89,10.68,237.4,0,"no"
"389-4695","no",109,"415",0,72,34.02,200.1,120,25.58,300.9,5,3.21,11.9,"no",68,10.62,236.0,0,"no"
"406-8037","no",82,"408",1,107,26.18,154.0,114,8.02,94.4,7,2.73,10.1,"no",95,12.94,287.6,0,"no"
"382-9138","no",65,"415",0,106,38.11,224.2,100,16.12,189.6,4,2.65,9.8,"no",75,10.03,222.8,23,"yes"
"414-7942","no",52,"510",3,83,25.21,148.3,79,15.44,181.6,6,2.24,8.3,"no",104,7.0,155.6,0,"no"
"348-7071","no",136,"415",2,76,29.68,174.6,114,15.01,176.6,5,2.38,8.8,"no",91,9.65,214.4,24,"yes"
"404-2942","no",75,"415",1,110,23.55,138.5,86,13.02,153.2,7,3.0,11.1,"no",103,9.7,215.6,0,"no"
"348-3581","no",146,"408",1,69,18.53,109.0,98,22.59,265.8,2,3.4,12.6,"no",80,10.27,228.3,0,"no"
"327-6764","no",105,"408",4,99,27.59,162.3,95,18.06,212.5,8,3.0,11.1,"no",114,9.66,214.7,0,"no"
"405-2831","no",48,"415",2,84,35.84,210.8,98,16.12,189.6,3,4.43,16.4,"no",99,7.09,157.6,0,"no"
"416-4351","no",45,"415",1,107,24.21,142.4,78,27.09,318.7,7,3.0,11.1,"no",108,10.08,224.1,0,"no"
"419-3196","no",106,"415",2,104,38.0,223.5,99,19.98,235.1,5,2.86,10.6,"no",90,6.3,140.1,37,"yes"
"411-6211","no",33,"510",2,65,31.03,182.5,96,19.73,232.1,2,2.03,7.5,"no",82,6.71,149.2,0,"no"
"391-8369","no",68,"408",2,97,37.33,219.6,144,11.99,141.1,4,2.92,10.8,"no",101,9.26,205.7,0,"no"
"416-4464","no",106,"408",0,66,32.91,193.6,82,20.25,238.2,3,3.48,12.9,"no",107,7.94,176.4,0,"no"
"347-1814","no",141,"415",0,111,32.71,192.4,87,13.34,156.9,6,2.97,11.0,"no",82,7.91,175.8,0,"no"
"386-7337","no",98,"408",0,122,40.15,236.2,110,16.1,189.4,4,3.59,13.3,"no",104,6.91,153.6,0,"no"
"375-8505","no",94,"510",0,88,39.64,233.2,102,9.63,113.3,4,4.35,16.1,"no",71,5.31,118.0,28,"yes"
"407-5056","no",65,"510",2,53,27.0,158.8,132,16.02,188.5,4,2.65,9.8,"no",87,8.52,189.3,0,"no"
"367-8924","no",85,"415",1,112,21.44,126.1,126,23.35,274.7,4,2.65,9.8,"no",95,8.3,184.4,0,"no"
"419-5171","yes",71,"510",3,108,49.37,290.4,92,21.58,253.9,5,2.73,10.1,"no",126,11.85,263.3,0,"no"
"396-7687","no",112,"408",0,113,10.3,60.6,96,14.1,165.9,7,3.59,13.3,"no",99,5.98,132.8,30,"yes"
"394-4548","no",110,"415",0,95,25.23,148.4,98,16.47,193.8,6,1.86,6.9,"no",106,9.27,206.0,0,"no"
"382-6438","no",111,"415",2,108,41.91,246.5,89,18.39,216.3,3,3.43,12.7,"no",99,8.08,179.6,0,"no"
"413-2194","yes",74,"408",2,112,50.68,298.1,100,17.11,201.3,4,2.62,9.7,"no",88,9.66,214.7,0,"no"
"366-2622","no",105,"510",2,82,20.28,119.3,111,15.73,185.1,4,2.94,10.9,"no",74,7.07,157.0,0,"no"
"416-7591","no",40,"408",0,82,41.23,242.5,97,19.8,232.9,7,2.59,9.6,"no",86,6.93,154.0,0,"no"
"355-2634","yes",128,"408",0,89,37.76,222.1,109,13.65,160.6,2,3.67,13.6,"yes",102,9.85,218.8,18,"yes"
"422-5350","yes",123,"408",2,135,40.15,236.2,88,23.28,273.9,6,2.73,10.1,"no",77,10.22,227.0,0,"no"
"329-2388","no",122,"510",0,87,24.51,144.2,74,18.04,212.2,4,2.57,9.5,"no",87,7.62,169.3,0,"no"
"381-5273","no",114,"408",3,100,26.28,154.6,109,20.54,241.6,1,3.4,12.6,"no",112,7.2,160.0,19,"yes"
"421-6694","no",102,"415",2,100,23.36,137.4,83,15.02,176.7,6,2.75,10.2,"no",93,8.47,188.2,25,"yes"
"342-1702","no",126,"415",0,93,17.63,103.7,107,10.8,127.0,1,3.89,14.4,"no",66,14.82,329.3,0,"no"
"381-4029","yes",150,"415",4,112,23.22,136.6,81,17.8,209.4,2,3.29,12.2,"no",78,7.25,161.1,0,"no"
"335-2967","yes",60,"408",2,101,49.27,289.8,115,21.73,255.6,4,3.16,11.7,"no",76,10.93,242.8,0,"no"
"416-6594","no",123,"408",3,85,44.35,260.9,103,14.32,168.5,5,3.59,13.3,"no",91,8.02,178.3,0,"no"
"388-6026","yes",138,"510",0,129,33.35,196.2,86,15.0,176.5,1,4.1,15.2,"yes",108,10.46,232.4,0,"no"
"367-1024","no",29,"510",1,71,33.25,195.6,74,10.74,126.4,4,3.83,14.2,"no",87,6.69,148.6,0,"no"
"386-7118","no",111,"415",4,96,37.77,222.2,111,13.81,162.5,7,3.21,11.9,"no",120,8.32,184.9,0,"no"
"346-2020","yes",37,"510",0,119,29.39,172.9,86,15.56,183.0,1,2.65,9.8,"yes",100,10.19,226.4,0,"no"
"329-9067","yes",111,"408",0,109,42.47,249.8,106,20.6,242.4,4,3.13,11.6,"no",78,10.43,231.8,0,"no"
"329-6144","no",81,"510",1,84,26.27,154.5,91,18.38,216.2,3,3.7,13.7,"no",82,10.34,229.8,0,"no"
"332-1502","no",46,"510",1,108,15.37,90.4,77,23.48,276.2,2,3.43,12.7,"no",111,6.59,146.5,0,"no"
"342-8320","no",69,"510",0,78,45.7,268.8,89,20.96,246.6,3,4.43,16.4,"no",102,12.24,271.9,27,"yes"
"411-5748","no",125,"408",1,95,18.04,106.1,113,13.4,157.6,3,2.19,8.1,"no",69,8.66,192.5,0,"no"
"381-9367","no",43,"415",3,117,4.59,27.0,97,13.68,160.9,3,2.89,10.7,"no",96,12.58,279.5,0,"no"
"400-1280","no",127,"415",1,59,23.82,140.1,111,18.99,223.4,10,1.03,3.8,"no",73,11.61,257.9,27,"yes"
"360-5794","no",94,"510",1,112,41.65,245.0,91,15.33,180.4,6,2.62,9.7,"no",105,11.83,262.9,0,"no"
"373-3538","no",46,"408",3,85,33.44,196.7,74,17.5,205.9,5,3.02,11.2,"no",112,9.75,216.6,0,"no"
"394-9942","no",73,"408",2,98,22.3,131.2,97,9.05,106.5,6,2.75,10.2,"no",96,9.98,221.7,26,"yes"
"380-3329","no",146,"408",2,96,25.43,149.6,124,20.38,239.8,4,2.0,7.4,"no",135,13.21,293.5,23,"yes"
"334-7618","no",93,"415",1,70,40.77,239.8,99,21.4,251.8,10,2.94,10.9,"no",112,7.59,168.6,0,"no"
"327-9289","no",52,"408",1,77,24.16,142.1,97,16.41,193.0,4,2.97,11.0,"no",88,11.4,253.4,31,"yes"
"351-2589","no",202,"510",3,137,19.62,115.4,70,15.19,178.7,3,1.62,6.0,"no",113,8.36,185.7,0,"no"
"368-6892","no",129,"510",2,99,32.81,193.0,87,19.11,224.8,8,2.78,10.3,"no",91,8.89,197.6,31,"yes"
"337-9303","no",94,"415",1,49,35.04,206.1,115,19.09,224.6,1,3.51,13.0,"no",74,11.55,256.7,0,"no"
"377-5258","no",100,"415",0,138,27.25,160.3,92,18.81,221.3,2,3.02,11.2,"no",120,6.77,150.4,0,"no"
"348-5767","no",43,"415",1,108,33.98,199.9,80,24.51,288.4,7,3.05,11.3,"no",103,8.13,180.6,0,"no"
"373-3549","no",130,"415",0,105,36.23,213.1,108,17.53,206.2,3,2.4,8.9,"no",93,7.35,163.4,0,"no"
"422-8344","no",124,"415",3,102,30.31,178.3,120,19.98,235.0,1,2.94,10.9,"no",119,10.79,239.7,0,"no"
"411-2958","yes",92,"510",3,120,42.89,252.3,112,17.6,207.0,5,3.24,12.0,"yes",95,12.81,284.6,0,"no"
"384-2908","no",48,"415",4,64,33.61,197.7,126,11.62,136.7,5,3.56,13.2,"no",81,11.0,244.4,0,"no"
"347-6393","no",98,"510",2,105,18.89,111.1,101,18.52,217.9,3,1.78,6.6,"no",108,11.16,248.1,29,"yes"
"385-7148","yes",100,"415",1,86,16.41,96.5,133,17.87,210.2,3,3.38,12.5,"no",106,6.59,146.4,0,"no"
"419-2767","no",79,"415",3,109,26.67,156.9,87,10.39,122.2,5,3.05,11.3,"no",103,8.51,189.1,0,"no"
"375-1746","no",164,"415",1,78,20.96,123.3,85,14.45,170.0,2,3.43,12.7,"no",78,7.47,165.9,0,"no"
"362-7870","no",105,"415",1,108,32.93,193.7,124,15.57,183.2,5,2.92,10.8,"no",72,13.22,293.7,0,"no"
"410-3725","no",89,"408",0,134,35.17,206.9,105,14.25,167.7,4,2.94,10.9,"yes",86,7.01,155.7,0,"no"
"387-1535","yes",126,"415",3,96,42.47,249.8,92,22.26,261.9,4,3.43,12.7,"no",108,7.51,166.8,0,"no"
"329-2045","no",96,"408",1,102,24.48,144.0,73,19.1,224.7,7,2.7,10.0,"no",91,10.25,227.7,0,"no"
"341-6743","no",120,"415",0,83,50.92,299.5,84,13.89,163.4,5,3.13,11.6,"no",88,6.6,146.7,33,"yes"
"336-8343","yes",212,"415",2,127,38.42,226.0,83,25.89,304.6,4,3.4,12.6,"no",132,8.15,181.2,0,"no"
"368-5758","no",72,"415",2,106,23.39,137.6,94,12.2,143.5,6,2.59,9.6,"no",110,12.32,273.7,0,"no"
"346-8362","no",155,"415",1,121,35.99,211.7,123,11.83,139.2,3,3.0,11.1,"yes",89,6.6,146.7,26,"yes"
"345-9690","no",89,"415",2,80,15.25,89.7,81,15.28,179.8,4,2.57,9.5,"no",120,6.56,145.7,0,"no"
"339-9798","no",126,"408",2,126,33.59,197.6,112,20.95,246.5,8,3.38,12.5,"yes",104,12.84,285.3,0,"no"
"359-5731","yes",172,"408",2,102,45.9,270.0,111,21.81,256.6,5,3.24,12.0,"no",104,7.58,168.5,0,"no"
"373-2091","no",75,"415",3,116,38.2,224.7,79,16.32,192.0,11,3.05,11.3,"no",98,9.55,212.2,0,"no"
"367-3439","no",143,"510",2,99,33.03,194.3,133,10.51,123.6,2,2.75,10.2,"no",99,10.33,229.5,0,"no"
"367-1681","yes",166,"510",0,89,8.11,47.7,95,22.47,264.4,3,3.56,13.2,"yes",97,10.58,235.2,0,"no"
"420-9973","no",132,"415",1,105,32.32,190.1,116,15.49,182.2,2,3.51,13.0,"no",105,12.59,279.8,0,"no"
"351-4025","yes",94,"408",1,94,15.22,89.5,106,28.89,339.9,1,2.13,7.9,"yes",76,7.78,172.9,0,"no"
"393-5897","no",99,"415",0,83,31.04,182.6,111,13.13,154.5,5,3.27,12.1,"no",57,8.82,196.0,0,"no"
"384-7216","no",136,"415",1,86,34.94,205.5,119,25.37,298.5,4,1.86,6.9,"no",104,9.64,214.2,35,"yes"
"384-4595","no",119,"415",1,82,39.36,231.5,97,22.69,266.9,10,2.0,7.4,"no",118,9.49,211.0,0,"no"
"329-9667","yes",115,"510",3,69,42.72,251.3,96,21.46,252.5,1,2.67,9.9,"yes",112,5.32,118.3,0,"no"
"347-5063","no",160,"415",2,103,29.1,171.2,121,20.7,243.5,3,3.51,13.0,"no",92,8.02,178.2,0,"no"
"345-8433","no",166,"510",2,89,33.64,197.9,113,21.34,251.0,2,3.02,11.2,"no",85,6.22,138.3,0,"no"
"339-7602","no",120,"510",1,94,22.92,134.8,106,17.35,204.1,8,1.81,6.7,"no",109,10.73,238.4,0,"no"
"332-1109","no",173,"415",1,114,32.54,191.4,138,14.32,168.5,3,2.78,10.3,"no",99,4.92,109.3,0,"no"
"343-3296","no",156,"415",0,65,29.67,174.5,116,16.78,197.4,2,2.86,10.6,"no",86,10.73,238.5,0,"no"
"366-2536","no",70,"415",0,125,30.16,177.4,104,19.23,226.2,4,2.94,10.9,"no",72,11.43,254.1,0,"no"
"355-2293","no",41,"510",1,89,30.96,182.1,104,17.98,211.5,1,1.84,6.8,"no",124,9.33,207.4,0,"no"
"350-9318","no",132,"408",0,85,37.81,222.4,76,14.06,165.4,4,3.02,11.2,"no",97,9.38,208.4,0,"no"
"418-5300","yes",47,"510",0,120,8.13,47.8,123,15.21,178.9,7,3.59,13.3,"yes",96,6.87,152.6,0,"no"
"395-2626","no",160,"510",1,97,20.71,121.8,97,7.59,89.3,5,2.78,10.3,"no",92,6.78,150.7,0,"no"
"402-7372","no",180,"415",3,121,24.4,143.5,111,16.09,189.3,5,2.38,8.8,"no",82,7.87,174.9,0,"no"
"337-9710","no",93,"415",2,68,28.03,164.9,86,17.88,210.4,4,2.11,7.8,"no",104,10.32,229.4,0,"no"
"363-4967","no",109,"415",2,58,32.91,193.6,115,12.64,148.7,1,3.54,13.1,"no",105,12.71,282.5,0,"no"
"400-5389","no",80,"510",0,121,17.19,101.1,110,22.37,263.2,5,1.97,7.3,"no",74,6.2,137.7,0,"no"
"416-9162","no",54,"415",2,88,15.69,92.3,98,16.41,193.1,3,3.13,11.6,"no",119,4.47,99.3,24,"yes"
"414-6541","no",121,"415",2,128,28.71,168.9,99,10.53,123.9,7,0.78,2.9,"no",105,11.98,266.3,0,"no"
"392-6647","no",157,"510",1,102,37.26,219.2,109,17.51,206.0,5,4.05,15.0,"no",117,8.66,192.4,29,"yes"
"343-2465","no",170,"510",0,130,30.28,178.1,103,20.64,242.8,4,3.51,13.0,"no",93,10.93,243.0,37,"yes"
"338-9171","no",138,"510",3,101,24.91,146.5,142,24.18,284.5,6,3.78,14.0,"no",98,7.92,176.0,0,"no"
"405-4606","no",92,"415",1,116,29.29,172.3,91,22.63,266.2,5,3.19,11.8,"no",90,10.27,228.2,31,"yes"
"386-9711","no",126,"415",1,143,32.45,190.9,72,12.72,149.7,3,3.51,13.0,"no",87,8.61,191.4,0,"no"
"327-8495","yes",41,"415",3,74,39.46,232.1,88,27.8,327.1,2,2.94,10.9,"no",119,10.19,226.5,0,"no"
"416-5660","yes",167,"415",4,124,28.76,169.2,108,14.73,173.3,4,3.35,12.4,"no",64,9.74,216.5,0,"no"
"370-3032","no",91,"510",2,107,21.05,123.8,125,27.12,319.0,4,1.97,7.3,"no",78,10.69,237.6,0,"no"
"331-8462","no",127,"510",3,117,16.32,96.0,68,15.05,177.0,4,2.62,9.7,"no",127,7.3,162.2,0,"no"
"414-4037","no",88,"408",1,106,15.88,93.4,92,21.42,252.0,1,2.94,10.9,"no",104,8.5,189.0,27,"yes"
"415-2865","no",113,"415",1,130,15.4,90.6,100,14.5,170.6,9,1.46,5.4,"no",74,6.18,137.4,0,"no"
"362-2353","no",78,"510",2,81,25.99,152.9,82,21.81,256.6,6,1.43,5.3,"no",112,7.81,173.6,0,"no"
"329-5114","no",123,"408",2,92,43.84,257.9,71,17.99,211.6,2,2.54,9.4,"no",104,8.52,189.3,0,"no"
"351-1389","no",136,"408",2,98,14.48,85.2,85,19.58,230.4,3,2.43,9.0,"yes",104,10.96,243.6,29,"yes"
"375-3668","no",68,"415",1,72,27.2,160.0,119,15.68,184.5,10,1.65,6.1,"no",101,9.37,208.3,34,"yes"
"375-5414","no",132,"415",0,54,31.09,182.9,68,24.85,292.4,4,3.11,11.5,"no",116,6.4,142.3,10,"yes"
"360-7079","no",133,"415",2,67,36.75,216.2,133,18.89,222.2,1,0.84,3.1,"no",95,8.64,192.0,0,"no"
"344-9302","no",127,"415",0,105,44.49,261.7,107,15.45,181.8,5,0.89,3.3,"no",131,4.54,100.9,0,"no"
